att_w_US,const_st,wf_rec,coast_rec,first_st,oper,NEP,rel,met,moral,instr,oper,att_w_US,const_st,wf_rec,coast_rec,first_st,mean_inst,abuse_nep,bal_r_nep,crisis_r_nep,spaceship_nep,bau_nep,comm_rel,wild_rel,iden_rel,kin_rel,health_rel2,other_rel,extract_r_ins,loss_r_ins,clean_inst,decade_r_mor,right_r_mor,kin_met,resp_met,iden_met,other_met,id_num,tech_r,gender,age,edu,income,employ,pol
3,3,2,4,3,1,4.00,3.83,2.75,4.50,3.67,1,3,3,2,4,3,3,5,4,4,3,4,4,4,3,4,4,4,3,4,4,4,5,3,3,2,3,R_7ZI9nBbS8V8jeq9,1,1,25,6,2,5,3
5,4,3,2,5,2,4.80,4.50,4.50,4.50,3.67,2,5,4,3,2,5,3,5,5,5,4,5,4,4,5,5,4,5,2,4,5,4,5,4,5,4,5,R_81VySqk5NT9vGxT,3,1,56,4,4,3,1
5,4,3,3,5,2,3.40,3.00,2.50,4.00,3.67,2,5,4,3,3,5,3,4,3,3,4,3,5,2,2,3,2,4,2,4,5,4,4,1,3,2,4,R_82Py6qhFA9ja7VH,4,1,34,7,4,1,3
4,4,3,2,5,2,4.40,4.17,3.75,5.00,4.33,2,4,4,3,2,5,3.67,4,5,5,3,5,4,4,4,4,5,4,4,4,5,5,5,4,4,3,4,R_86RtqwQWvDwihUN,2,1,43,7,7,1,3
5,4,3,2,5,2,4.20,4.33,4.00,4.50,3.33,2,5,4,3,2,5,4,5,2,5,4,5,4,4,4,5,4,5,3,2,5,5,4,4,4,4,4,R_8A35Ep4FY0wNQmV,2,1,27,6,4,1,1
4,4,3,4,3,1,4.60,4.33,4.25,5.00,3.33,1,4,4,3,4,3,2.67,5,4,5,4,5,4,5,4,4,5,4,2,4,4,5,5,4,5,3,5,R_8bL6I05G7NV5TqB,3,1,27,5,7,1,5
5,4,4,3,5,2,4.00,4.50,4.00,3.50,4.67,2,5,4,4,3,5,3.33,5,2,5,4,4,4,4,4,5,5,5,4,5,5,3,4,4,4,3,5,R_8BQwbFdBUl9Ps8t,3,2,19,4,1,5,1
4,3,4,2,2,1,3.20,2.83,3.00,2.00,3.00,1,4,3,4,2,2,3,3,2,3,4,4,4,2,3,4,2,2,2,3,4,2,,4,3,2,3,R_8c8AuB5J2crS6Il,3,2,38,6,10,1,1
5,4,3,3,3,2,3.20,3.83,4.25,4.00,2.33,2,5,4,3,3,3,3,4,2,2,4,4,3,3,4,5,3,5,1,2,4,4,4,5,5,5,2,R_8CeLwJuUrJIFbiR,3,2,34,5,2,1,1
5,3,3,4,4,2,3.80,4.00,3.25,4.50,4.00,2,5,3,3,4,4,3.33,4,3,4,4,4,4,4,4,3,4,5,3,4,5,5,4,3,4,2,4,R_8cTb4VIGELREwHX,2,1,36,6,4,5,1
5,4,4,3,5,2,4.80,5.00,5.00,3.00,5.00,2,5,4,4,3,5,3.67,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,R_8dicYIpm2nFQfiJ,2,1,35,6,1,1,1
3,3,3,2,3,2,3.20,3.00,3.25,3.00,3.00,2,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,R_8dJVk5zGuA4Ncmp,3,2,26,7,4,2,3
3,,2,3,2,1,5.00,4.33,3.25,5.00,5.00,1,3,,2,3,2,3.67,5,5,5,5,5,4,5,4,5,4,4,5,5,5,5,5,2,4,4,3,R_8e8rphJ7hGXMkGF,2,1,55,3,3,3,1
5,4,3,5,3,2,3.80,4.00,4.75,4.00,3.67,2,5,4,3,5,3,3,4,4,4,4,3,4,4,4,4,4,4,2,4,5,4,4,5,5,4,5,R_8H569CAJCPI3gEt,3,1,41,4,2,4,1
4,4,3,3,3,2,3.80,3.83,3.75,4.00,4.00,2,4,4,3,3,3,3.33,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,R_8HVtyNezMgl4FFj,2,1,48,6,6,1,3
4,4,3,4,5,2,3.00,4.00,3.50,3.00,2.67,2,4,4,3,4,5,3.33,4,2,3,2,4,4,3,4,5,4,4,2,2,4,2,4,3,4,4,3,R_8i6VbbG38Fmci2N,2,2,29,5,6,1,1
4,4,3,5,3,2,4.00,4.33,3.25,5.00,4.33,2,4,4,3,5,3,3.67,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,5,3,4,2,4,R_8iFELvYBcFeQjCR,3,1,35,6,7,1,2
5,4,3,3,3,2,3.50,3.33,2.50,3.00,3.33,2,5,4,3,3,3,2.67,4,3,4,,3,3,4,3,3,3,4,2,4,4,3,3,2,2,2,4,R_8iGFBKFtCpmmrXf,4,1,27,6,7,4,2
5,4,3,3,5,2,4.80,4.33,3.25,4.00,3.33,2,5,4,3,3,5,2.67,5,4,5,5,5,5,4,4,5,4,4,2,4,4,4,4,3,4,2,4,R_8IghlH19w1pw4uh,3,2,23,4,5,2,1
4,4,3,4,3,2,4.60,4.67,4.00,4.00,3.67,2,4,4,3,4,3,2.33,5,5,5,4,4,5,5,4,5,4,5,2,5,4,4,4,4,4,3,5,R_8IL64Ln8taMW3JP,2,1,24,7,4,1,1
5,4,3,3,4,2,4.20,4.00,2.50,4.00,4.00,2,5,4,3,3,4,3.33,5,4,4,4,4,5,4,4,3,4,4,3,4,5,4,4,2,4,1,3,R_8J40FdkztWi0QAJ,2,2,20,4,12,5,1
4,,3,3,4,1,3.40,4.00,4.00,4.00,4.00,1,4,,3,3,4,3.33,4,4,2,3,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,R_8ohSCJwYDSbirQN,3,1,54,3,6,3,1
4,3,2,2,2,2,4.60,4.17,3.25,4.50,3.67,2,4,3,2,2,2,5,5,4,5,4,5,4,4,4,3,5,5,5,1,5,5,4,3,3,3,4,R_8ojl9YrzpZYuk4t,3,1,28,7,7,1,1
5,4,3,4,5,2,4.20,4.33,4.75,4.50,4.00,2,5,4,3,4,5,4,5,3,4,4,5,4,4,5,4,5,4,4,3,5,4,5,4,5,5,5,R_8v8fFiriLGfB3VP,3,1,51,6,1,3,3
5,4,3,5,3,2,3.80,3.17,3.00,3.50,3.33,2,5,4,3,5,3,3.33,4,5,3,3,4,4,3,3,4,2,3,2,3,5,2,5,3,3,4,2,R_8vuug6voyuSHjpP,2,1,45,7,11,2,5
4,3,3,4,3,2,4.80,4.17,4.25,5.00,4.33,2,4,3,3,4,3,3.67,5,5,5,4,5,4,4,4,5,4,4,4,4,5,5,5,4,5,3,5,R_8vVdzf54XCFnO73,3,1,29,6,6,1,3
4,4,3,5,4,2,4.20,4.33,4.00,4.50,3.00,2,4,4,3,5,4,3.67,5,4,4,4,4,4,4,5,5,4,4,2,2,5,4,5,4,4,3,5,R_8wee3dWnHR6iKBT,4,2,34,7,4,1,5
4,4,3,3,4,1,3.60,3.33,3.75,4.00,3.67,1,4,4,3,3,4,3.67,4,3,4,3,4,4,3,4,3,2,4,3,3,5,4,4,4,4,4,3,R_8xl0a3uNONomiup,3,1,24,6,5,1,5
3,,3,2,4,1,3.00,3.00,2.25,4.00,4.00,1,3,,3,2,4,3.33,4,4,2,3,2,4,2,2,2,4,4,3,4,5,4,4,2,3,1,3,R_8xn6ieyQM4RCCl7,4,1,34,3,5,1,3
5,4,3,5,3,2,3.00,2.17,2.25,2.50,4.00,2,5,4,3,5,3,3.33,3,4,2,4,2,2,2,2,2,1,4,3,4,5,2,3,1,3,2,3,R_9AXCsuRHBqoimvb,1,2,30,6,10,1,2
4,3,3,3,4,2,3.80,4.00,3.00,4.00,3.67,2,4,3,3,3,4,2.33,4,4,4,2,5,4,4,4,4,4,4,2,5,4,4,4,3,3,2,4,R_9B2xLMemFgPDDal,2,1,33,7,7,1,1
5,4,3,2,5,2,3.00,3.50,3.00,3.50,2.67,2,5,4,3,2,5,4,4,3,2,3,3,3,3,3,4,3,5,3,1,4,3,4,3,3,3,3,R_9EPzxpmB2vpiQCN,2,1,45,6,5,1,3
5,4,3,2,3,1,3.00,4.50,4.50,3.00,3.67,1,5,4,3,2,3,3.67,3,3,3,3,3,5,4,4,5,4,5,3,3,5,3,3,5,5,3,5,R_9EqxUElUr0iPF9X,2,2,35,3,1,1,3
4,3,3,3,4,2,4.20,4.67,4.75,5.00,4.67,2,4,3,3,3,4,3.33,4,4,5,4,4,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4,R_9KWMsZb0bZjK4Pb,2,2,35,3,6,2,1
4,4,3,2,5,2,5.00,5.00,4.25,4.00,5.00,2,4,4,3,2,5,3.67,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,5,R_9KwPmcHqGwceDEV,4,2,33,7,5,1,3
5,4,4,5,5,1,4.20,4.00,3.50,5.00,4.33,1,5,4,4,5,5,3.67,5,4,5,3,4,4,4,4,3,4,5,4,4,5,5,5,4,4,2,4,R_9KxPOB0jpRJu8WF,1,1,26,6,5,4,3
3,,2,4,2,2,3.40,3.83,3.50,4.00,3.00,2,3,,2,4,2,3,5,3,2,2,5,4,3,4,4,4,4,2,3,4,4,4,3,3,4,4,R_9mpG8C9qo1cIqrz,1,1,42,3,5,1,3
4,4,3,4,3,2,3.00,3.83,3.00,3.00,2.67,2,4,4,3,4,3,3.33,4,2,3,4,2,3,4,4,4,4,4,2,2,4,2,4,3,4,2,3,R_9p2crtBGTm54x6J,4,2,30,7,7,1,3
5,4,3,3,4,2,5.00,4.00,3.00,4.00,4.33,2,5,4,3,3,4,3.67,5,5,5,5,5,5,3,3,3,5,5,4,4,5,4,4,2,4,1,5,R_9pJg1YTxQCcX6Yd,3,1,26,4,1,1,3
4,3,4,3,3,2,3.20,2.67,3.00,3.00,2.67,2,4,3,4,3,3,3.33,4,2,3,4,3,2,4,2,2,3,3,2,2,4,2,4,4,3,3,2,R_9QU6RW8NLOyiESh,2,1,33,6,11,1,3
5,4,3,2,4,2,4.40,4.33,4.25,3.00,4.00,2,5,4,3,2,4,3.33,5,4,4,4,5,5,3,4,5,4,5,3,4,5,3,3,4,5,3,5,R_9S3apTJcJ7QG6Rn,2,1,22,2,6,3,5
3,3,3,2,3,2,1.80,3.00,2.25,2.00,2.67,2,3,3,3,2,3,3.33,2,2,2,2,1,3,2,3,3,3,4,2,2,4,2,2,2,3,1,3,R_9sQEsdc3WvjJmFD,2,2,46,6,5,2,3
4,3,3,3,4,1,4.40,4.50,4.00,5.00,4.67,1,4,3,3,3,4,3.33,4,5,5,4,4,5,4,4,4,5,5,4,5,5,5,5,4,4,3,5,R_9t82UbQHVZ87Bqd,2,1,21,4,6,5,3
5,3,3,5,4,2,4.40,4.50,3.50,5.00,4.67,2,5,3,3,5,4,3.33,4,4,5,5,4,4,4,4,5,5,5,4,5,5,5,5,3,4,3,4,R_9tN81z8VG7IYvo9,1,1,33,4,6,4,1
4,4,2,3,4,2,4.00,4.17,3.25,4.00,3.67,2,4,4,2,3,4,3,4,4,4,4,4,4,3,4,4,5,5,2,4,5,4,4,3,4,2,4,R_9toXwBOO5RJRFkh,1,1,26,6,1,1,1
4,3,2,2,4,2,2.80,2.83,2.50,3.00,3.33,2,4,3,2,2,4,4,4,2,3,2,3,3,3,3,2,2,4,3,2,5,4,2,2,3,2,3,R_9XroaYNZJfDoqGN,2,1,33,6,6,4,3
5,4,3,3,3,2,4.60,3.83,3.25,4.50,3.67,2,5,4,3,3,3,3,5,4,5,5,4,4,3,4,4,3,5,3,4,4,5,4,3,5,2,3,R_9Y0d73UAxa76Del,3,2,25,4,4,1,4
4,4,3,1,4,1,3.80,3.33,2.50,4.00,3.00,1,4,4,3,1,4,3,4,4,4,4,3,3,4,3,4,2,4,2,3,4,4,4,2,3,2,3,R_9Y7hZzEPId65hJj,1,2,46,6,5,1,3
5,4,3,2,3,2,3.80,3.20,3.00,3.00,3.00,2,5,4,3,2,3,3,3,3,3,5,5,3,3,3,4,,3,3,3,3,3,3,3,3,3,3,R_9yk8jZZLJEkerT7,3,1,36,5,4,4,1
4,4,3,2,4,2,3.40,3.83,3.00,5.00,3.33,2,4,4,3,2,4,4,4,4,4,2,3,3,3,3,4,5,5,3,2,5,5,5,2,3,2,5,R_9YqueA12icepNPv,4,1,22,4,2,5,1
5,4,3,5,3,2,4.80,5.00,5.00,5.00,4.00,2,5,4,3,5,3,2.67,5,5,5,4,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,R_9YSE6ASb2YFyqNf,3,1,61,7,5,2,1
4,4,3,2,3,2,4.00,3.17,2.25,3.00,4.33,2,4,4,3,2,3,3.67,4,4,4,4,4,4,2,3,4,2,4,4,4,5,3,3,2,3,1,3,R_9ZAsE9UBgdjlYgt,2,2,34,7,9,2,5
4,4,3,4,3,2,4.00,4.00,4.00,4.00,4.33,2,4,4,3,4,3,3,4,5,5,2,4,5,4,2,4,5,4,3,5,5,3,5,4,4,4,4,R_9zd9Kp835bJG3ml,4,1,33,6,6,4,1
5,4,3,4,4,2,4.00,4.17,3.75,3.50,3.67,2,5,4,3,4,4,3,4,2,5,4,5,4,3,4,5,4,5,2,4,5,4,3,4,4,4,3,R_9ZhhNFePbsgpEA5,3,2,32,7,6,1,3
4,,3,3,4,2,4.20,4.33,4.00,3.00,3.67,2,4,,3,3,4,3,4,4,5,4,4,5,4,4,4,5,4,2,4,5,3,3,5,4,3,4,R_a2HfDjdqyEhkt3T,3,1,21,6,1,3,1
5,4,3,3,5,2,5.00,5.00,4.75,5.00,5.00,2,5,4,3,3,5,3.67,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,R_a2z0hWSnOiQQHKB,4,1,66,6,4,6,1
4,4,2,5,3,2,4.20,4.00,4.25,4.00,4.00,2,4,4,2,5,3,3.33,4,5,4,4,4,4,3,4,4,5,4,3,4,5,4,4,4,5,3,5,R_a3E2KGTJdHJC6pL,2,1,32,6,7,1,1
5,4,5,3,5,2,5.00,5.00,4.25,5.00,5.00,2,5,4,5,3,5,3.67,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,R_a95ajFzwK6sha0R,1,1,23,4,2,2,1
4,4,4,4,4,2,3.40,4.00,3.75,4.00,4.00,2,4,4,4,4,4,3.33,4,4,2,2,5,4,4,4,4,4,4,3,4,5,4,4,4,4,3,4,R_ab22AooETQQFOdL,2,1,22,4,11,5,5
5,4,3,3,4,2,4.80,4.00,2.50,4.50,4.67,2,5,4,3,3,4,3.33,5,5,5,5,4,4,4,4,3,5,4,4,5,5,4,5,2,3,2,3,R_afQYvLDxQTVIUQd,2,1,40,7,6,1,3
4,,3,3,3,2,4.00,3.67,4.00,4.00,2.67,2,4,,3,3,3,3.33,4,4,4,4,4,4,4,2,4,4,4,2,2,4,4,4,,4,4,4,R_afqYVUFMoHSxxfT,3,2,21,4,7,5,3
4,4,3,2,4,2,4.20,3.67,3.50,3.50,4.00,2,4,4,3,2,4,3.33,4,4,5,4,4,4,3,3,4,4,4,3,4,5,4,3,3,4,2,5,R_afSxZEcJmbBhUgJ,3,2,26,6,5,2,3
5,4,3,2,4,2,4.40,3.83,3.50,4.00,4.00,2,5,4,3,2,4,3.33,5,5,4,4,4,4,4,4,4,3,4,3,4,5,4,4,3,4,3,4,R_ag6JHiFNXubHXDv,4,1,20,4,7,5,1
5,4,3,3,5,2,5.00,5.00,4.50,5.00,4.00,2,5,4,3,3,5,2.67,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,4,5,4,5,R_agHj3eq49kGzGGV,4,2,28,5,6,1,3
5,4,3,2,4,2,4.60,4.33,3.50,5.00,3.00,2,5,4,3,2,4,4.33,5,4,4,5,5,4,4,5,4,4,5,4,1,4,5,5,3,4,3,4,R_ahCqfjWZyn1YwPH,2,2,58,3,3,6,1
5,4,3,2,4,2,4.00,3.83,5.00,4.00,4.00,2,5,4,3,2,4,3.33,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5,R_ahrfMvYyioFro33,3,1,54,3,5,1,1
4,,2,4,3,2,3.60,3.50,3.25,4.00,4.00,2,4,,2,4,3,3.33,4,4,3,4,3,4,3,2,4,4,4,3,4,5,4,4,3,4,2,4,R_aVmtXz2i254vnEx,1,1,37,4,8,1,1
3,3,3,1,3,2,2.60,3.17,3.25,2.00,4.00,2,3,3,3,1,3,3.33,3,3,2,3,2,4,2,3,4,2,4,4,4,4,2,2,3,3,2,5,R_aY4SBJKtQSyF0vX,3,2,21,3,4,1,3
4,3,3,4,3,2,4.40,3.33,2.75,3.50,4.33,2,4,3,3,4,3,3,5,4,4,4,5,4,2,4,4,2,4,3,5,5,4,3,2,3,1,5,R_aY7FOdPNPZCH22F,2,2,26,7,5,1,3
3,3,3,1,4,2,2.00,2.50,1.25,2.00,2.33,2,3,3,3,1,4,3,2,2,2,2,2,2,2,2,2,3,4,2,2,3,2,2,1,1,1,2,R_aYurtBVHOkIhPwh,2,2,44,6,7,1,3
4,4,3,3,3,2,2.80,3.83,3.00,4.00,3.67,2,4,4,3,3,3,3,4,4,2,2,2,4,4,3,3,5,4,2,4,5,4,4,3,3,2,4,R_aYv8mHBZlj0CRq5,3,2,22,6,5,5,5
5,3,2,3,3,2,3.40,3.83,2.75,2.50,3.33,2,5,3,2,3,3,2.67,2,4,4,3,4,4,3,4,3,4,5,2,4,4,3,2,2,3,2,4,R_b1KCSfREOEJfmtv,2,2,35,6,8,5,1
4,3,3,4,3,1,4.00,3.83,4.00,4.00,2.67,1,4,3,3,4,3,3.33,4,4,4,4,4,4,4,4,4,3,4,2,2,4,4,4,4,4,4,4,R_b1q0VxsvuP4xWrb,3,1,29,3,3,1,3
5,3,3,5,3,2,4.80,4.17,4.00,4.50,4.67,2,5,3,3,5,3,4,5,4,5,5,5,4,4,4,4,4,5,5,4,5,5,4,3,5,4,4,R_b2x0tNPKzE8S4Qt,2,1,20,4,8,5,1
5,4,3,4,5,2,4.40,4.00,3.25,5.00,4.67,2,5,4,3,4,5,3.33,4,5,5,4,4,3,4,4,4,4,5,4,5,5,5,5,3,5,2,3,R_b3GxGMw8QThLyBv,3,2,20,4,2,5,1
3,3,3,5,3,1,2.00,3.83,3.00,4.00,3.33,1,3,3,3,5,3,3.33,2,2,2,2,2,4,4,3,4,4,4,3,3,4,4,4,2,4,2,4,R_b7b4q1XNdpUpzed,3,1,27,6,6,1,5
5,4,3,3,3,2,3.60,3.67,3.50,3.00,3.00,2,5,4,3,3,3,3.67,4,4,4,4,2,4,4,4,4,2,4,2,2,5,3,3,3,4,2,5,R_b7yL1FIXdxsd6OF,3,1,26,6,5,1,3
4,4,3,3,3,2,3.80,3.83,4.00,3.50,3.33,2,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4,2,4,4,3,4,4,4,4,R_b8HhyEIcXvFDDmJ,3,2,22,6,9,1,3
4,3,2,4,3,1,3.60,4.00,3.75,3.00,3.67,1,4,3,2,4,3,2.33,3,4,4,3,4,5,5,4,4,2,4,1,5,5,4,2,3,4,3,5,R_b8wu6cwP3lxBOJv,4,2,28,6,5,1,3
5,4,3,3,4,1,4.60,4.00,3.75,5.00,4.67,1,5,4,3,3,4,3.33,4,5,5,4,5,5,3,4,4,4,4,4,5,5,5,5,3,4,3,5,R_b9K0jFJ8Lbw6YxT,2,1,31,5,3,1,3
3,4,3,3,2,2,2.80,3.33,2.50,3.00,3.00,2,3,4,3,3,2,3,3,3,3,2,3,4,2,3,4,3,4,2,3,4,3,3,2,3,1,4,R_b9PimRqCXlZZPuZ,2,1,28,6,5,1,2
4,4,4,1,3,1,4.20,3.83,3.25,4.00,4.00,1,4,4,4,1,3,4,4,4,5,4,4,4,3,4,4,4,4,4,3,5,4,4,3,4,1,5,R_b9rW9Ri4Zl2u7Xv,2,1,48,6,3,2,1
4,4,3,4,4,2,3.80,3.83,4.50,4.00,4.67,2,4,4,3,4,4,3.33,4,4,4,4,3,4,4,4,4,3,4,4,5,5,4,4,4,5,4,5,R_baa2Mxag7IwQRsp,4,1,35,4,5,2,1
5,4,3,3,3,2,4.20,4.17,3.50,5.00,4.00,2,5,4,3,3,3,3.33,5,4,4,4,4,4,4,4,4,4,5,3,4,5,5,5,3,4,3,4,R_bC8FdAK6vJZsX1r,2,1,27,7,6,1,1
3,3,2,4,4,2,4.00,3.83,3.33,4.00,4.00,2,3,3,2,4,4,3.33,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,,3,3,R_bClxERZDA7gvv0N,3,1,25,7,5,1,2
5,4,3,3,3,2,4.00,3.17,2.25,4.00,4.33,2,5,4,3,3,3,3.67,4,4,4,4,4,3,3,2,3,4,4,4,4,5,4,4,1,2,1,5,R_bCvpOiyDDjgNIlT,4,1,56,7,8,4,1
4,4,4,5,3,2,2.00,3.33,2.25,3.50,2.67,2,4,4,4,5,3,3.33,2,3,2,2,1,4,3,3,2,4,4,2,2,4,3,4,2,3,1,3,R_bdBt4ubvlmYn29n,2,1,42,5,6,1,3
4,4,2,2,4,2,4.00,4.33,4.00,4.00,4.00,2,4,4,2,2,4,3.33,4,4,4,4,4,5,4,4,4,4,5,3,4,5,4,4,3,4,4,5,R_bedlXxHaLECHU6V,3,1,28,6,6,1,2
4,3,3,3,2,2,3.80,2.67,2.00,2.50,3.33,2,4,3,3,3,2,2.67,4,4,4,4,3,2,2,3,2,3,4,2,4,4,3,2,1,2,1,4,R_bEnSb3whMfZaP1H,2,1,27,7,5,1,1
5,4,4,2,3,2,4.60,4.67,4.25,5.00,3.67,2,5,4,4,2,3,3,5,5,4,5,4,5,4,4,5,5,5,2,4,5,5,5,4,5,3,5,R_bfs8r8hkPXkEJGl,4,2,38,5,1,3,3
5,4,5,3,5,2,4.80,4.83,4.50,5.00,4.67,2,5,4,5,3,5,3.33,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,3,5,R_bHq0aU04Fz4brO5,2,2,37,6,11,2,1
4,4,3,3,3,2,3.40,4.33,4.00,2.50,2.67,2,4,4,3,3,3,3.33,3,4,4,4,2,4,5,4,4,4,5,1,2,5,3,2,3,5,3,5,R_bI3M4wTLhxu4OK9,2,2,34,6,8,1,3
5,4,3,3,4,2,4.20,3.83,3.75,4.00,4.00,2,5,4,3,3,4,3.33,4,4,4,4,5,4,4,4,4,3,4,3,4,5,4,4,4,4,3,4,R_bJc9am6sm9ajtHf,3,2,30,6,6,1,3
5,4,3,3,3,2,4.00,3.67,2.75,4.00,4.33,2,5,4,3,3,3,3,4,4,4,3,5,3,3,3,4,4,5,3,5,5,4,4,2,3,2,4,R_bm6GrtBpNTeYNQp,4,1,31,6,5,1,1
5,4,5,4,5,2,4.80,5.00,4.75,5.00,3.67,2,5,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5,5,R_bNNE9KpWzq1Sy7X,2,1,26,4,3,1,1
5,4,3,2,4,2,4.40,5.00,5.00,4.00,4.33,2,5,4,3,2,4,3.67,5,4,4,5,4,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,R_bNTkn5kWlYmrCuN,3,1,39,6,5,2,3
5,4,5,4,4,1,5.00,4.33,5.00,5.00,4.67,1,5,4,5,4,4,3.33,5,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,R_bOU9Q57g5l66dlX,2,1,27,7,6,1,1
5,4,3,3,4,2,4.80,3.83,4.50,5.00,4.00,2,5,4,3,3,4,2.67,5,4,5,5,5,4,4,4,5,1,5,2,5,5,5,5,4,5,4,5,R_bOYzr86DXvb249n,2,2,23,4,8,2,1
4,4,2,1,5,1,3.00,3.50,4.75,1.50,2.67,1,4,4,2,1,5,3.33,4,1,2,4,4,4,4,2,3,4,4,2,2,4,2,1,5,5,5,4,R_bpA2x94xv8xhjhz,2,2,27,6,4,1,1
5,4,3,3,4,2,4.40,4.80,5.00,5.00,4.33,2,5,4,3,3,4,3,5,3,5,4,5,,5,5,5,4,5,3,5,5,5,5,5,5,5,5,R_bpvitqE4cXBkRKd,3,2,30,3,6,1,1
5,4,3,3,3,2,3.80,3.33,2.50,3.50,3.33,2,5,4,3,3,3,3.33,4,4,4,4,3,4,3,2,3,3,5,2,3,5,3,4,2,3,1,4,R_bPWsuZu6tR2NS17,3,2,39,6,9,1,1
5,4,3,3,5,2,4.00,4.00,5.00,5.00,3.67,2,5,4,3,3,5,3,4,4,4,4,4,4,4,4,4,4,4,2,4,5,5,5,5,5,5,5,R_bqhdczjeGHpyohT,3,2,38,4,4,1,3
4,3,3,2,3,2,4.80,5.00,4.50,5.00,4.67,2,4,3,3,2,3,3.33,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,R_brNlZkLKzMOuUqV,2,1,43,6,4,2,1
5,4,3,2,3,2,2.40,1.50,1.00,2.00,2.67,2,5,4,3,2,3,3.33,2,3,3,2,2,1,1,1,1,2,3,2,2,4,2,2,1,1,1,1,R_bwHCL0bvTztLLql,3,2,19,5,8,5,2
3,3,2,5,3,2,3.60,4.17,4.50,4.50,4.00,2,3,3,2,5,3,2.67,4,5,4,3,2,4,4,4,5,4,4,2,5,5,5,4,5,5,3,5,R_bybYkahi5ayo1ox,4,1,53,7,3,1,3
5,4,5,3,4,2,4.40,3.83,4.00,5.00,3.67,2,5,4,5,3,4,3,5,5,5,3,4,4,3,4,4,4,4,2,4,5,5,5,3,5,4,4,R_byMQ3iVmIqbgNUh,4,1,54,7,7,1,1
5,4,4,4,5,2,4.80,4.50,4.75,4.50,4.33,2,5,4,4,4,5,3,5,4,5,5,5,5,5,5,5,2,5,3,5,5,5,4,5,5,4,5,R_cA54GCklhlgeoOF,4,2,28,4,1,2,1
5,4,2,2,4,1,4.20,3.67,3.00,4.50,4.00,1,5,4,2,2,4,2.67,4,5,5,4,3,4,5,3,2,4,4,2,5,5,4,5,2,5,1,4,R_cBIdhWeV5SUWtKd,3,2,33,6,1,3,1
4,4,3,3,4,2,4.80,4.17,4.50,4.50,4.67,2,4,4,3,3,4,3.33,5,4,5,5,5,4,4,4,4,4,5,4,5,5,5,4,4,5,4,5,R_cBJqORad18yFTk9,2,1,24,7,5,5,1
4,4,3,2,4,2,4.00,3.33,3.25,4.50,3.67,2,4,4,3,2,4,3,4,5,4,5,2,3,2,4,3,4,4,2,4,5,5,4,3,3,3,4,R_cBKCSlPlA2I42qx,3,2,32,6,9,1,1
5,4,3,3,4,2,4.20,4.17,4.00,3.00,2.67,2,5,4,3,3,4,3.33,5,4,4,4,4,5,5,4,4,2,5,2,2,4,3,3,4,4,4,4,R_cC77pr8ZV3WENs9,2,2,27,4,2,3,4
5,4,3,3,5,2,4.00,3.33,2.75,2.00,3.00,2,5,4,3,3,5,3.67,4,4,4,4,4,4,2,2,4,4,4,2,2,5,2,2,3,3,2,3,R_cDdiCuPVOwRO3at,4,2,53,5,8,1,2
5,4,3,5,4,1,3.40,3.67,2.75,3.50,3.00,1,5,4,3,5,4,3,3,4,4,3,3,4,4,2,4,4,4,2,3,4,3,4,2,3,2,4,R_cN2EX7Fmw5AK5W5,1,1,38,7,11,4,3
5,3,3,2,4,2,4.60,4.17,4.00,4.50,3.33,2,5,3,3,2,4,3.33,5,5,5,5,3,4,3,4,4,5,5,2,3,5,4,5,4,4,3,5,R_cOYcEKS94gT6lWR,3,1,26,6,4,1,3
5,4,3,2,5,2,5.00,5.00,4.25,5.00,3.00,2,5,4,3,2,5,3,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5,5,3,5,4,5,R_cPadPm027lzVned,3,2,30,5,4,1,1
3,1,1,5,1,2,3.00,4.17,4.50,4.50,4.67,2,3,1,1,5,1,3.33,4,3,2,,3,4,4,4,5,3,5,4,5,5,4,5,4,5,4,5,R_cRPwpnnPEe45Yax,3,1,25,4,3,2,3
